sentence,labels
C7,I-LOCATION
",",O
where,O
plays,O
are,O
reviewed,O
to,O
enhance,O
performance,O
.,O
sep,sep
Players,O
stay,O
hydrated,O
and,O
energized,O
in,O
Refreshment,B-LOCATION
Zone,I-LOCATION
A5,I-LOCATION
",",O
a,O
stop,O
for,O
quick,O
refuels,O
between,O
games,O
.,O
sep,sep
Champions,O
are,O
crowned,O
in,O
Award,B-LOCATION
Ceremony,I-LOCATION
Hall,I-LOCATION
B13,I-LOCATION
",",O
a,O
space,O
where,O
achievements,O
are,O
celebrated,O
with,O
pride,O
.,O
sep,sep
Swimmers,O
dive,O
into,O
excellence,O
in,O
Indoor,B-LOCATION
Pool,I-LOCATION
C4,I-LOCATION
",",O
where,O
every,O
stroke,O
is,O
a,O
step,O
toward,O
success,O
.,O
sep,sep
Goals,O
are,O
scored,O
and,O
defended,O
in,O
Soccer,B-LOCATION
Field,I-LOCATION
A6,I-LOCATION
",",O
the,O
iconic,O
ground,O
for,O
thrilling,O
matches,O
.,O
sep,sep
Teams,O
perfect,O
their,O
serve,O
and,O
spike,O
in,O
Volleyball,B-LOCATION
Court,I-LOCATION
B10,I-LOCATION
",",O
a,O
place,O
where,O
coordination,O
meets,O
agility,O
.,O
sep,sep
Referees,O
and,O
officials,O
prepare,O
in,O
Officials,B-LOCATION
??I-LOCATION,
Room,I-LOCATION
C2,I-LOCATION
",",O
ensuring,O
every,O
game,O
is,O
fair,O
and,O
well,O
-,O
managed,O
.,O
sep,sep
Spectators,O
enjoy,O
casual,O
games,O
in,O
Ping,B-LOCATION
Pong,I-LOCATION
Zone,I-LOCATION
A3,I-LOCATION
",",O
a,O
lively,O
area,O
for,O
fun,O
and,O
friendly,O
matches,O
.,O
sep,sep
The,O
power,O
of,O
precision,O
is,O
evident,O
in,O
Archery,B-LOCATION
Range,I-LOCATION
B5,I-LOCATION
",",O
where,O
every,O
arrow,O
sharpens,O
focus,O
and,O
skill,O
.,O
sep,sep
Runners,O
push,O
boundaries,O
in,O
Indoor,B-LOCATION
Running,I-LOCATION
Track,I-LOCATION
C6,I-LOCATION
",",O
a,O
space,O
for,O
achieving,O
personal,O
bests,O
.,O
sep,sep
Martial,O
artists,O
find,O
their,O
balance,O
in,O
Dojo,B-LOCATION
Room,I-LOCATION
A8,I-LOCATION
",",O
where,O
discipline,O
meets,O
strength,O
and,O
technique,O
.,O
sep,sep
Players,O
strategize,O
over,O
moves,O
in,O
Chess,B-LOCATION
and,I-LOCATION
Board,I-LOCATION
Game,I-LOCATION
Room,I-LOCATION
B7,I-LOCATION
",",O
a,O
space,O
for,O
mental,O
athletics,O
and,O
fun,O
.,O
sep,sep
Every,O
match,O
starts,O
with,O
preparation,O
in,O
Equipment,B-LOCATION
Room,I-LOCATION
C10,I-LOCATION
",",O
where,O
every,O
item,O
is,O
organized,O
for,O
peak,O
performance,O
.,O
sep,sep
The,O
thrill,O
of,O
competition,O
fills,O
Tennis,B-LOCATION
Court,I-LOCATION
A9,I-LOCATION
",",O
where,O
every,O
serve,O
and,O
volley,O
excite,O
the,O
crowd,O
.,O
sep,sep
Cyclists,O
train,O
hard,O
in,O
Spinning,B-LOCATION
Studio,I-LOCATION
B3,I-LOCATION
",",O
a,O
space,O
for,O
high,O
-,O
energy,O
workouts,O
and,O
endurance,O
building,O
.,O
sep,sep
Ice,O
skaters,O
glide,O
gracefully,O
in,O
Ice,B-LOCATION
Rink,I-LOCATION
C11,I-LOCATION
",",O
a,O
magical,O
space,O
for,O
artistry,O
and,O
athleticism,O
on,O
ice,O
.,O
sep,sep
Travelers,O
find,O
assistance,O
and,O
guidance,O
in,O
Customer,B-LOCATION
Service,I-LOCATION
Desk,I-LOCATION
A1,I-LOCATION
",",O
where,O
every,O
journey,O
starts,O
with,O
a,O
smile,O
.,O
sep,sep
Comfort,O
and,O
convenience,O
await,O
in,O
Departure,B-LOCATION
Lounge,I-LOCATION
205,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
relaxation,O
before,O
takeoff,O
.,O
sep,sep
Passengers,O
enjoy,O
gourmet,O
meals,O
and,O
quick,O
bites,O
in,O
Food,B-LOCATION
Court,I-LOCATION
B3,I-LOCATION
",",O
where,O
flavors,O
from,O
around,O
the,O
world,O
come,O
together,O
.,O
sep,sep
Every,O
flight,O
is,O
carefully,O
coordinated,O
in,O
Air,B-LOCATION
Traffic,I-LOCATION
Control,I-LOCATION
Tower,I-LOCATION
C10,I-LOCATION
",",O
the,O
nerve,O
center,O
of,O
airport,O
operations,O
.,O
sep,sep
Business,O
travelers,O
work,O
seamlessly,O
in,O
Business,B-LOCATION
Lounge,I-LOCATION
A7,I-LOCATION
",",O
a,O
quiet,O
space,O
equipped,O
with,O
all,O
the,O
essentials,O
for,O
productivity,O
.,O
sep,sep
Families,O
find,O
joy,O
and,O
playtime,O
in,O
Kids,B-LOCATION
??I-LOCATION,
Zone,I-LOCATION
B8,I-LOCATION
",",O
a,O
fun,O
area,O
that,O
keeps,O
little,O
travelers,O
entertained,O
.,O
sep,sep
Luggage,O
is,O
handled,O
with,O
care,O
in,O
Baggage,B-LOCATION
Claim,I-LOCATION
Area,I-LOCATION
C4,I-LOCATION
",",O
where,O
every,O
bag,O
is,O
reunited,O
with,O
its,O
owner,O
.,O
sep,sep
Safety,O
and,O
security,O
are,O
ensured,O
in,O
Security,B-LOCATION
Checkpoint,I-LOCATION
A12,I-LOCATION
",",O
where,O
every,O
passenger,O
is,O
processed,O
with,O
precision,O
.,O
sep,sep
Passengers,O
board,O
smoothly,O
in,O
Gate,B-LOCATION
B11,I-LOCATION
",",O
where,O
every,O
flight,O
marks,O
the,O
start,O
of,O
a,O
new,O
adventure,O
.,O
sep,sep
Peaceful,O
moments,O
can,O
be,O
found,O
in,O
Quiet,B-LOCATION
Room,I-LOCATION
C9,I-LOCATION
",",O
a,O
serene,O
escape,O
from,O
the,O
hustle,O
and,O
bustle,O
of,O
the,O
airport,O
.,O
sep,sep
Every,O
pilot,O
prepares,O
for,O
flight,O
in,O
Crew,B-LOCATION
Lounge,I-LOCATION
A5,I-LOCATION
",",O
a,O
space,O
for,O
rest,O
and,O
focus,O
before,O
taking,O
to,O
the,O
skies,O
.,O
sep,sep
Travelers,O
find,O
last,O
-,O
minute,O
essentials,O
in,O
Duty,B-LOCATION
-,I-LOCATION
Free,I-LOCATION
Shop,I-LOCATION
B6,I-LOCATION
",",O
where,O
every,O
item,O
offers,O
a,O
touch,O
of,O
luxury,O
.,O
sep,sep
Passengers,O
stay,O
connected,O
in,O
Wi,B-LOCATION
-,I-LOCATION
Fi,I-LOCATION
Zone,I-LOCATION
C7,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
browsing,O
",",O
emails,O
",",O
and,O
catching,O
up,O
online,O
.,O
sep,sep
Every,O
destination,O
is,O
mapped,O
out,O
in,O
Information,B-LOCATION
Center,I-LOCATION
A3,I-LOCATION
",",O
where,O
guidance,O
ensures,O
stress,O
-,O
free,O
navigation,O
.,O
sep,sep
Memories,O
are,O
made,O
in,O
Photo,B-LOCATION
Spot,I-LOCATION
B9,I-LOCATION
",",O
a,O
designated,O
area,O
to,O
capture,O
the,O
excitement,O
of,O
travel,O
.,O
sep,sep
Travelers,O
rejuvenate,O
in,O
Wellness,B-LOCATION
Lounge,I-LOCATION
C2,I-LOCATION
",",O
a,O
tranquil,O
space,O
offering,O
spa,O
treatments,O
and,O
relaxation,O
.,O
sep,sep
Every,O
moment,O
of,O
waiting,O
becomes,O
enjoyable,O
in,O
VIP,B-LOCATION
Lounge,I-LOCATION
A9,I-LOCATION
",",O
a,O
luxurious,O
retreat,O
for,O
premium,O
passengers,O
.,O
sep,sep
Travelers,O
enjoy,O
fresh,O
air,O
in,O
Outdoor,B-LOCATION
Observation,I-LOCATION
Deck,I-LOCATION
B12,I-LOCATION
",",O
where,O
planes,O
take,O
off,O
against,O
a,O
scenic,O
backdrop,O
.,O
sep,sep
Precision,O
is,O
key,O
in,O
Flight,B-LOCATION
Operations,I-LOCATION
Room,I-LOCATION
C5,I-LOCATION
",",O
where,O
every,O
schedule,O
is,O
monitored,O
for,O
seamless,O
travel,O
.,O
sep,sep
Packages,O
and,O
mail,O
are,O
processed,O
in,O
Cargo,B-LOCATION
Handling,I-LOCATION
Area,I-LOCATION
A6,I-LOCATION
",",O
where,O
logistics,O
keep,O
the,O
world,O
connected,O
.,O
sep,sep
Travelers,O
recharge,O
in,O
Charging,B-LOCATION
Station,I-LOCATION
B7,I-LOCATION
",",O
where,O
every,O
device,O
is,O
powered,O
up,O
for,O
the,O
journey,O
ahead,O
.,O
sep,sep
Smooth,O
operations,O
are,O
ensured,O
in,O
Ground,B-LOCATION
Crew,I-LOCATION
Room,I-LOCATION
C8,I-LOCATION
",",O
where,O
teamwork,O
supports,O
every,O
landing,O
and,O
takeoff,O
.,O
sep,sep
Travelers,O
access,O
essential,O
services,O
in,O
Restroom,B-LOCATION
A10,I-LOCATION
",",O
where,O
cleanliness,O
and,O
comfort,O
are,O
always,O
prioritized,O
.,O
sep,sep
A,O
sense,O
of,O
adventure,O
begins,O
at,O
Check,B-LOCATION
-,I-LOCATION
In,I-LOCATION
Counter,I-LOCATION
B13,I-LOCATION
",",O
where,O
every,O
ticket,O
marks,O
the,O
start,O
of,O
a,O
new,O
chapter,O
.,O
sep,sep
Lost,O
items,O
are,O
reunited,O
with,O
their,O
owners,O
in,O
Lost,B-LOCATION
and,I-LOCATION
Found,I-LOCATION
Office,I-LOCATION
C6,I-LOCATION
",",O
where,O
every,O
effort,O
is,O
made,O
to,O
recover,O
belongings,O
.,O
sep,sep
Pilots,O
and,O
crew,O
prepare,O
together,O
in,O
Briefing,B-LOCATION
Room,I-LOCATION
A2,I-LOCATION
",",O
where,O
flight,O
plans,O
are,O
finalized,O
with,O
precision,O
.,O
sep,sep
Travelers,O
shop,O
for,O
souvenirs,O
in,O
Retail,B-LOCATION
Zone,I-LOCATION
B10,I-LOCATION
",",O
a,O
space,O
filled,O
with,O
gifts,O
and,O
local,O
treasures,O
.,O
sep,sep
Every,O
medical,O
need,O
is,O
addressed,O
in,O
First,B-LOCATION
Aid,I-LOCATION
Room,I-LOCATION
C11,I-LOCATION
",",O
where,O
care,O
is,O
provided,O
promptly,O
and,O
professionally,O
.,O
sep,sep
Excitement,O
grows,O
in,O
Boarding,B-LOCATION
Area,I-LOCATION
A4,I-LOCATION
",",O
where,O
passengers,O
eagerly,O
await,O
their,O
flights,O
.,O
sep,sep
Cultural,O
highlights,O
are,O
celebrated,O
in,O
Art,B-LOCATION
Display,I-LOCATION
Zone,I-LOCATION
B5,I-LOCATION
",",O
where,O
exhibits,O
bring,O
beauty,O
and,O
creativity,O
to,O
the,O
terminal,O
.,O
sep,sep
Travelers,O
begin,O
their,O
journey,O
in,O
Ticketing,B-LOCATION
Hall,I-LOCATION
A1,I-LOCATION
",",O
where,O
every,O
ticket,O
opens,O
the,O
door,O
to,O
new,O
destinations,O
.,O
sep,sep
Comfort,O
meets,O
convenience,O
in,O
Waiting,B-LOCATION
Area,I-LOCATION
B7,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
passengers,O
to,O
relax,O
before,O
departure,O
.,O
sep,sep
Luggage,O
is,O
stored,O
securely,O
in,O
Baggage,B-LOCATION
Room,I-LOCATION
C5,I-LOCATION
",",O
where,O
every,O
piece,O
is,O
handled,O
with,O
care,O
.,O
sep,sep
Passengers,O
find,O
assistance,O
in,O
Customer,B-LOCATION
Service,I-LOCATION
Desk,I-LOCATION
A3,I-LOCATION
",",O
ensuring,O
every,O
question,O
is,O
answered,O
with,O
a,O
smile,O
.,O
sep,sep
Every,O
schedule,O
is,O
coordinated,O
in,O
Control,B-LOCATION
Room,I-LOCATION
B12,I-LOCATION
",",O
where,O
the,O
rhythm,O
of,O
trains,O
is,O
meticulously,O
managed,O
.,O
sep,sep
Families,O
enjoy,O
moments,O
together,O
in,O
Family,B-LOCATION
Lounge,I-LOCATION
C8,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
both,O
comfort,O
and,O
connection,O
.,O
sep,sep
Every,O
meal,O
is,O
a,O
delight,O
in,O
Station,B-LOCATION
Food,I-LOCATION
Court,I-LOCATION
A6,I-LOCATION
",",O
where,O
diverse,O
flavors,O
satisfy,O
travelers,O
on,O
the,O
go,O
.,O
sep,sep
Platforms,O
come,O
to,O
life,O
in,O
Platform,B-LOCATION
Zone,I-LOCATION
B9,I-LOCATION
",",O
where,O
every,O
whistle,O
marks,O
the,O
start,O
of,O
an,O
exciting,O
journey,O
.,O
sep,sep
Smooth,O
operations,O
are,O
ensured,O
in,O
Operations,B-LOCATION
Hub,I-LOCATION
C10,I-LOCATION
",",O
where,O
schedules,O
and,O
logistics,O
are,O
synchronized,O
.,O
sep,sep
Travelers,O
catch,O
up,O
on,O
work,O
or,O
entertainment,O
in,O
Wi,B-LOCATION
-,I-LOCATION
Fi,I-LOCATION
Zone,I-LOCATION
A9,I-LOCATION
",",O
where,O
connectivity,O
keeps,O
them,O
engaged,O
.,O
sep,sep
Restrooms,O
are,O
easily,O
accessible,O
in,O
Sanitation,B-LOCATION
Area,I-LOCATION
B3,I-LOCATION
",",O
ensuring,O
a,O
clean,O
and,O
comfortable,O
environment,O
for,O
all,O
passengers,O
.,O
sep,sep
Passengers,O
receive,O
guidance,O
and,O
maps,O
in,O
Information,B-LOCATION
Booth,I-LOCATION
C4,I-LOCATION
",",O
a,O
hub,O
for,O
helping,O
everyone,O
navigate,O
the,O
station,O
.,O
sep,sep
Luggage,O
is,O
retrieved,O
quickly,O
in,O
Baggage,B-LOCATION
Claim,I-LOCATION
Area,I-LOCATION
A11,I-LOCATION
",",O
where,O
every,O
bag,O
is,O
reunited,O
with,O
its,O
owner,O
.,O
sep,sep
Travelers,O
find,O
peace,O
in,O
Quiet,B-LOCATION
Room,I-LOCATION
B10,I-LOCATION
",",O
a,O
calm,O
space,O
to,O
recharge,O
before,O
continuing,O
their,O
trip,O
.,O
sep,sep
Lost,O
belongings,O
are,O
recovered,O
in,O
Lost,B-LOCATION
and,I-LOCATION
Found,I-LOCATION
Office,I-LOCATION
C7,I-LOCATION
",",O
where,O
every,O
effort,O
is,O
made,O
to,O
return,O
items,O
to,O
their,O
owners,O
.,O
sep,sep
Every,O
meeting,O
is,O
conveniently,O
arranged,O
in,O
Passenger,B-LOCATION
Lounge,I-LOCATION
A5,I-LOCATION
",",O
a,O
comfortable,O
waiting,O
area,O
for,O
casual,O
conversations,O
.,O
sep,sep
Passengers,O
stay,O
hydrated,O
in,O
Refreshment,B-LOCATION
Corner,I-LOCATION
B6,I-LOCATION
",",O
where,O
quick,O
drinks,O
and,O
snacks,O
keep,O
energy,O
levels,O
up,O
.,O
sep,sep
Travelers,O
enjoy,O
scenic,O
views,O
in,O
Observation,B-LOCATION
Deck,I-LOCATION
C9,I-LOCATION
",",O
a,O
place,O
to,O
watch,O
trains,O
arrive,O
and,O
depart,O
in,O
motion,O
.,O
sep,sep
Every,O
maintenance,O
issue,O
is,O
resolved,O
in,O
Repair,B-LOCATION
Workshop,I-LOCATION
A4,I-LOCATION
",",O
ensuring,O
all,O
equipment,O
is,O
in,O
peak,O
condition,O
.,O
sep,sep
Safety,O
and,O
security,O
are,O
prioritized,O
in,O
Security,B-LOCATION
Checkpoint,I-LOCATION
B8,I-LOCATION
",",O
where,O
every,O
passenger,O
is,O
screened,O
with,O
care,O
.,O
sep,sep
Children,O
play,O
and,O
laugh,O
in,O
Kids,B-LOCATION
??I-LOCATION,
Zone,I-LOCATION
C2,I-LOCATION
",",O
a,O
vibrant,O
space,O
designed,O
for,O
young,O
travelers,O
.,O
sep,sep
Every,O
shipment,O
is,O
tracked,O
in,O
Freight,B-LOCATION
Room,I-LOCATION
A12,I-LOCATION
",",O
where,O
cargo,O
logistics,O
are,O
managed,O
efficiently,O
.,O
sep,sep
Passengers,O
prepare,O
for,O
their,O
journey,O
in,O
Boarding,B-LOCATION
Zone,I-LOCATION
B5,I-LOCATION
",",O
where,O
excitement,O
builds,O
with,O
every,O
announcement,O
.,O
sep,sep
Station,O
staff,O
recharge,O
in,O
Employee,B-LOCATION
Lounge,I-LOCATION
C11,I-LOCATION
",",O
a,O
space,O
designed,O
to,O
support,O
the,O
people,O
who,O
keep,O
operations,O
running,O
smoothly,O
.,O
sep,sep
Cultural,O
exhibits,O
delight,O
travelers,O
in,O
Heritage,B-LOCATION
Hall,I-LOCATION
A7,I-LOCATION
",",O
where,O
every,O
display,O
celebrates,O
the,O
region,O
??O,
s,O
history,O
.,O
sep,sep
Energy,O
-,O
efficient,O
systems,O
are,O
monitored,O
in,O
Energy,B-LOCATION
Control,I-LOCATION
Room,I-LOCATION
B4,I-LOCATION
",",O
ensuring,O
the,O
station,O
operates,O
sustainably,O
.,O
sep,sep
Travelers,O
grab,O
essentials,O
in,O
Convenience,B-LOCATION
Store,I-LOCATION
C3,I-LOCATION
",",O
a,O
one,O
-,O
stop,O
shop,O
for,O
all,O
last,O
-,O
minute,O
needs,O
.,O
sep,sep
Passengers,O
share,O
stories,O
and,O
laughter,O
in,O
Community,B-LOCATION
Lounge,I-LOCATION
A10,I-LOCATION
",",O
a,O
space,O
for,O
relaxation,O
and,O
connection,O
.,O
sep,sep
Every,O
detail,O
is,O
planned,O
in,O
Station,B-LOCATION
Master,I-LOCATION
??I-LOCATION,
s,I-LOCATION
Office,I-LOCATION
B11,I-LOCATION
",",O
where,O
leadership,O
keeps,O
the,O
station,O
running,O
seamlessly,O
.,O
sep,sep
Passengers,O
admire,O
artistic,O
displays,O
in,O
Gallery,B-LOCATION
Zone,I-LOCATION
C6,I-LOCATION
",",O
where,O
every,O
piece,O
enhances,O
the,O
travel,O
experience,O
.,O
sep,sep
Travelers,O
secure,O
their,O
tickets,O
in,O
Booking,B-LOCATION
Office,I-LOCATION
A1,I-LOCATION
",",O
where,O
every,O
journey,O
begins,O
with,O
careful,O
planning,O
and,O
convenience,O
.,O
sep,sep
The,O
hum,O
of,O
anticipation,O
fills,O
Departure,B-LOCATION
Lounge,I-LOCATION
B10,I-LOCATION
",",O
a,O
welcoming,O
space,O
where,O
passengers,O
wait,O
for,O
their,O
trains,O
.,O
sep,sep
Every,O
bag,O
is,O
handled,O
with,O
precision,O
in,O
Luggage,B-LOCATION
Room,I-LOCATION
C3,I-LOCATION
",",O
ensuring,O
travelers,O
',O
belongings,O
are,O
safe,O
and,O
sound,O
.,O
sep,sep
Guidance,O
is,O
always,O
within,O
reach,O
at,O
Information,B-LOCATION
Desk,I-LOCATION
A5,I-LOCATION
",",O
where,O
every,O
question,O
is,O
met,O
with,O
friendly,O
assistance,O
.,O
sep,sep
Passengers,O
prepare,O
for,O
boarding,O
in,O
Platform,B-LOCATION
Waiting,I-LOCATION
Area,I-LOCATION
B7,I-LOCATION
",",O
where,O
the,O
sound,O
of,O
trains,O
echoes,O
through,O
the,O
air,O
.,O
sep,sep
Refreshments,O
are,O
enjoyed,O
in,O
Station,B-LOCATION
Cafe,I-LOCATION
C8,I-LOCATION
",",O
where,O
quick,O
bites,O
and,O
warm,O
drinks,O
fuel,O
every,O
adventure,O
.,O
sep,sep
Smooth,O
operations,O
are,O
managed,O
in,O
Control,B-LOCATION
Room,I-LOCATION
A12,I-LOCATION
",",O
the,O
central,O
hub,O
for,O
coordinating,O
arrivals,O
and,O
departures,O
.,O
sep,sep
Families,O
reconnect,O
and,O
relax,O
in,O
Family,B-LOCATION
Lounge,I-LOCATION
B11,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
comfort,O
and,O
shared,O
moments,O
.,O
sep,sep
Every,O
safety,O
protocol,O
is,O
observed,O
in,O
Security,B-LOCATION
Screening,I-LOCATION
Zone,I-LOCATION
C9,I-LOCATION
",",O
ensuring,O
the,O
wellbeing,O
of,O
every,O
traveler,O
.,O
sep,sep
Lost,O
items,O
find,O
their,O
way,O
back,O
to,O
their,O
owners,O
in,O
Lost,B-LOCATION
and,I-LOCATION
Found,I-LOCATION
Office,I-LOCATION
A3,I-LOCATION
",",O
where,O
every,O
effort,O
ensures,O
peace,O
of,O
mind,O
.,O
sep,sep
Restrooms,O
are,O
clean,O
and,O
convenient,O
in,O
Facilities,B-LOCATION
Area,I-LOCATION
B6,I-LOCATION
",",O
supporting,O
passengers,O
throughout,O
their,O
journey,O
.,O
sep,sep
Children,O
laugh,O
and,O
play,O
in,O
Kids,B-LOCATION
??I-LOCATION,
Play,I-LOCATION
Zone,I-LOCATION
C2,I-LOCATION
",",O
a,O
lively,O
space,O
designed,O
to,O
entertain,O
young,O
travelers,O
.,O
sep,sep
Passengers,O
enjoy,O
the,O
best,O
views,O
in,O
Observation,B-LOCATION
Deck,I-LOCATION
A9,I-LOCATION
",",O
watching,O
the,O
rhythm,O
of,O
trains,O
as,O
they,O
come,O
and,O
go,O
.,O
sep,sep
Every,O
freight,O
shipment,O
is,O
organized,O
in,O
Cargo,B-LOCATION
Handling,I-LOCATION
Room,I-LOCATION
B5,I-LOCATION
",",O
a,O
vital,O
link,O
in,O
the,O
logistics,O
chain,O
.,O
sep,sep
Quiet,O
moments,O
are,O
possible,O
in,O
Rest,B-LOCATION
Zone,I-LOCATION
C4,I-LOCATION
",",O
where,O
weary,O
travelers,O
find,O
a,O
peaceful,O
escape,O
.,O
sep,sep
Every,O
ticket,O
is,O
checked,O
and,O
processed,O
in,O
Ticket,B-LOCATION
Validation,I-LOCATION
Counter,I-LOCATION
A4,I-LOCATION
",",O
a,O
step,O
closer,O
to,O
departure,O
.,O
sep,sep
Maintenance,O
is,O
expertly,O
managed,O
in,O
Repair,B-LOCATION
Workshop,I-LOCATION
B8,I-LOCATION
",",O
where,O
every,O
train,O
receives,O
top,O
-,O
tier,O
care,O
.,O
sep,sep
Fresh,O
air,O
and,O
scenic,O
sights,O
surround,O
Outdoor,B-LOCATION
Waiting,I-LOCATION
Area,I-LOCATION
C10,I-LOCATION
",",O
a,O
breezy,O
spot,O
for,O
passengers,O
to,O
unwind,O
.,O
sep,sep
Passengers,O
stay,O
connected,O
in,O
Wi,B-LOCATION
-,I-LOCATION
Fi,I-LOCATION
Lounge,I-LOCATION
A7,I-LOCATION
",",O
a,O
space,O
where,O
digital,O
needs,O
are,O
met,O
with,O
ease,O
.,O
sep,sep
Cultural,O
pride,O
is,O
on,O
display,O
in,O
Exhibition,B-LOCATION
Hall,I-LOCATION
B3,I-LOCATION
",",O
where,O
regional,O
history,O
and,O
art,O
inspire,O
every,O
visitor,O
.,O
sep,sep
Trains,O
are,O
monitored,O
closely,O
in,O
Dispatch,B-LOCATION
Center,I-LOCATION
C6,I-LOCATION
",",O
ensuring,O
every,O
arrival,O
and,O
departure,O
runs,O
seamlessly,O
.,O
sep,sep
Passengers,O
shop,O
for,O
essentials,O
in,O
Convenience,B-LOCATION
Store,I-LOCATION
A6,I-LOCATION
",",O
the,O
perfect,O
stop,O
for,O
last,O
-,O
minute,O
purchases,O
.,O
sep,sep
Energy,O
is,O
renewed,O
in,O
Dining,B-LOCATION
Hall,I-LOCATION
B12,I-LOCATION
",",O
where,O
full,O
meals,O
and,O
quick,O
snacks,O
satisfy,O
every,O
traveler,O
.,O
sep,sep
Every,O
schedule,O
is,O
maintained,O
in,O
Operations,B-LOCATION
Hub,I-LOCATION
C11,I-LOCATION
",",O
ensuring,O
the,O
entire,O
station,O
operates,O
like,O
clockwork,O
.,O
sep,sep
Professional,O
meetings,O
happen,O
in,O
Business,B-LOCATION
Lounge,I-LOCATION
A10,I-LOCATION
",",O
a,O
space,O
designed,O
for,O
productivity,O
on,O
the,O
go,O
.,O
sep,sep
Passengers,O
share,O
